疏松等级,日期,最高气温,最低气温,天气,氢含量
0,2016/8/9,33,26,中雨,
0,2016/8/10,34,26,多云,
0,2016/8/11,30,26,中雨,
0,2016/8/12,32,26,中雨,
0,2016/8/13,30,26,阵雨,
0,2016/8/14,33,27,阵雨,
0,2016/8/15,34,27,阵雨,
0,2016/8/16,34,26,多云,
0,2016/8/17,34,26,阵雨,
0,2016/8/18,33,26,阵雨,
0,2016/8/19,35,27,阵雨,
0,2016/8/20,36,27,阵雨,
0,2016/8/21,35,26,多云,
0,2016/8/22,35,26,晴,
0,2016/8/23,35,26,多云,
0,2016/8/24,36,27,晴,
0,2016/8/25,36,27,阵雨,
0,2016/8/26,35,26,阵雨,
0,2016/8/27,34,26,阵雨,
0,2016/8/28,29,24,阵雨,
0,2016/8/29,33,22,多云,
0,2016/8/30,33,23,多云,
0,2016/8/31,34,25,多云,
0,2016/7/1,35,26,多云,
0,2016/7/2,37,27,多云,
0,2016/7/3,36,26,多云,
0,2016/7/4,36,26,多云,
0,2016/7/5,37,27,多云,
0,2016/7/6,35,27,多云,
0,2016/7/7,35,27,多云~阴,
0,2016/7/8,32,26,阵雨~大雨,
0,2016/7/9,28,25,暴雨~大到暴雨,
0,2016/7/10,31,26,阵雨~小雨,
0,2016/7/11,32,26,阵雨~小雨,
0,2016/7/12,32,26,阵雨~阴,
0,2016/7/13,34,26,多云,
0,2016/7/14,36,27,多云,
0,2016/7/15,36,27,多云,
0,2016/7/16,37,28,多云,
0,2016/7/17,35,27,阵雨转阴,
0,2016/7/18,31,26,中雨转阵雨,
0,2016/7/19,35,26,晴,
0,2016/7/20,36,26,晴,
0,2016/7/21,37,26,晴,
0,2016/7/22,37,27,晴,
0,2016/7/23,38,27,晴,
0,2016/7/24,36,27,晴,
0,2016/7/25,36,26,晴,
0,2016/7/26,37,26,晴,
0,2016/7/27,37,27,晴,
0,2016/7/28,38,27,雷阵雨,
0,2016/7/29,38,27,雷阵雨,
0,2016/7/30,36,26,晴,
0,2016/7/31,34,27,多云,
0,2016/6/1,37,25,多云~小雨,
0,2016/6/2,26,23,小雨,
0,2016/6/3,31,22,阴~多云,
0,2016/6/4,32,24,阵雨~阴,
0,2016/6/5,28,23,阵雨,
0,2016/6/6,29,23,小雨~阴,
0,2016/6/7,33,24,多云~阴,
0,2016/6/8,31,24,阵雨~阴,
0,2016/6/9,32,25,阵雨,
0,2016/6/10,30,25,阵雨~阴,
0,2016/6/11,30,25,中雨~小雨,
0,2016/6/12,30,25,大雨~中雨,
0,2016/6/13,29,24,大雨~中雨,
0,2016/6/14,28,24,中雨~阵雨,
0,2016/6/15,32,25,阵雨,
0,2016/6/16,33,24,中雨,
0,2016/6/17,27,24,中雨~小雨,
0,2016/6/18,34,25,阵雨~阴,
0,2016/6/19,33,25,多云,
0,2016/6/20,36,26,多云,
0,2016/6/21,37,26,多云,
0,2016/6/22,37,27,晴~多云,
0,2016/6/23,37,26,晴~多云,
0,2016/6/24,37,27,多云,
0,2016/6/25,38,26,雷阵雨~阵雨,
0,2016/6/26,34,26,阵雨~多云,
0,2016/6/27,36,26,多云,
0,2016/6/28,36,26,多云,
0,2016/6/29,36,27,阵雨~多云,
0,2016/6/30,33,26,阵雨~阴,
0,2016/5/1,32,21,多云,
0,2016/5/2,32,21,多云,
0,2016/5/3,32,21,多云,
0,2016/5/4,30,21,阴,
0,2016/5/5,31,23,雷阵雨~阴,
0,2016/5/6,33,22,雷阵雨~阴,
0,2016/5/7,32,23,雷阵雨~多云,
0,2016/5/8,30,23,雷阵雨~阵雨,
0,2016/5/9,26,24,阵雨~小雨,
0,2016/5/10,27,20,大雨~小雨,
0,2016/5/11,24,17,多云,
0,2016/5/12,28,19,晴~多云,
0,2016/5/13,30,22,多云~阴,
0,2016/5/14,26,21,阵雨~小雨,
0,2016/5/15,33,19,雷阵雨~中雨,
0,2016/5/16,22,17,阵雨~阴,
0,2016/5/17,24,16,多云~阴,
0,2016/5/18,26,19,阴~小雨,
0,2016/5/19,27,20,阴~小雨,
0,2016/5/20,24,20,小雨,
0,2016/5/21,24,20,中雨~大雨,
0,2016/5/22,25,21,中雨~小雨,
0,2016/5/23,26,21,阵雨~阴,
0,2016/5/24,29,22,阴,
0,2016/5/25,29,22,阴,
0,2016/5/26,30,23,阴,
0,2016/5/27,34,25,多云~阴,
0,2016/5/28,34,25,多云~阴,
0,2016/5/29,35,24,雷阵雨~小雨,
0,2016/5/30,29,24,阵雨~阴,
0,2016/5/31,35,26,雷阵雨~阴,
0,2016/4/1,24,15,多云~阴,
0,2016/4/2,27,17,阴,
0,2016/4/3,26,18,阵雨,
0,2016/4/4,25,17,多云~阴,
0,2016/4/5,25,17,多云~阴,
0,2016/4/6,32,19,多云~阵雨,
0,2016/4/7,32,19,多云~阵雨,
0,2016/4/8,20,16,阵雨~小雨,
0,2016/4/9,20,16,阵雨~小雨,
0,2016/4/10,24,16,阴~小雨,
0,2016/4/11,24,16,阴~小雨,
0,2016/4/12,24,16,阴~小雨,
0,2016/4/13,24,18,中雨~阴,
0,2016/4/14,20,17,阴,
0,2016/4/15,20,17,阴,
0,2016/4/16,26,17,中雨~阵雨,
0,2016/4/17,21,14,多云~阴,
0,2016/4/18,21,14,多云~阴,
0,2016/4/19,21,14,多云~阴,
0,2016/4/20,29,18,多云~阴,
0,2016/4/21,31,21,雷阵雨~小雨,
0,2016/4/22,25,20,阵雨~阴,
0,2016/4/23,26,18,大雨~小雨,
0,2016/4/24,26,18,大雨~小雨,
0,2016/4/25,25,17,阵雨~小雨,
0,2016/4/26,25,17,阵雨~小雨,
0,2016/4/27,27,16,多云,
0,2016/4/28,27,16,多云,
0,2016/4/29,32,21,多云,
0,2016/4/30,32,21,多云,
0,2016/3/1,15,8,多云,
0,2016/3/2,24,13,多云,
0,2016/3/3,24,13,多云,
0,2016/3/4,24,13,多云,
0,2016/3/5,25,15,阵雨~阴,
0,2016/3/6,25,15,阵雨~阴,
0,2016/3/7,24,15,阵雨,
0,2016/3/8,24,15,阵雨,
0,2016/3/9,13,6,多云,
0,2016/3/10,13,6,多云,
0,2016/3/11,13,6,多云,
0,2016/3/12,12,8,阵雨,
0,2016/3/13,13,9,阴,
0,2016/3/14,13,9,阴,
0,2016/3/15,13,9,阴,
0,2016/3/16,18,13,阵雨,
0,2016/3/17,18,13,阵雨,
0,2016/3/18,23,15,中雨~阵雨,
0,2016/3/19,21,14,阴~小雨,
0,2016/3/20,17,12,阵雨~小雨,
0,2016/3/21,17,12,阵雨~小雨,
0,2016/3/22,17,12,阵雨~小雨,
0,2016/3/23,15,11,中雨~小雨,
0,2016/3/24,13,8,阴,
0,2016/3/25,18,8,晴~多云,
0,2016/3/26,18,8,晴~多云,
0,2016/3/27,18,8,晴~多云,
0,2016/3/28,24,14,阵雨~多云,
0,2016/3/29,24,14,阵雨~多云,
0,2016/3/30,24,14,阵雨~多云,
0,2016/3/31,24,14,阵雨~多云,
0,2016/2/1,9,6,小雨,
0,2016/2/2,11,6,阴,
0,2016/2/3,11,6,阴,
0,2016/2/4,12,7,阴,
0,2016/2/5,12,3,晴,
0,2016/2/6,12,3,晴,
0,2016/2/7,16,5,晴,
0,2016/2/8,16,5,晴,
0,2016/2/9,20,7,晴~多云,
0,2016/2/10,20,10,多云~阵雨,
0,2016/2/11,24,15,阴~多云,
0,2016/2/12,24,15,阴~多云,
0,2016/2/13,13,7,中雨~小雨,
0,2016/2/14,13,7,中雨~小雨,
0,2016/2/15,14,7,晴~多云,
0,2016/2/16,14,7,晴~多云,
0,2016/2/17,14,7,晴~多云,
0,2016/2/18,16,9,多云~阴,
0,2016/2/19,18,9,阴~多云,
0,2016/2/20,18,9,阴~多云,
0,2016/2/21,14,9,多云~阵雨,
0,2016/2/22,11,9,小雨,
0,2016/2/23,11,9,小雨,
0,2016/2/24,11,9,小雨,
0,2016/2/25,11,9,小雨,
0,2016/2/26,11,9,小雨,
0,2016/2/27,15,8,多云,
0,2016/2/28,15,8,多云,
0,2016/2/29,15,8,多云,
0,2016/1/1,21,12,多云~阴,
0,2016/1/2,21,12,多云~阴,
0,2016/1/3,22,15,阴~阵雨,
0,2016/1/4,22,15,阴~阵雨,
0,2016/1/5,18,12,阴~多云,
0,2016/1/6,18,12,阴~多云,
0,2016/1/7,13,9,阴,
0,2016/1/8,13,9,阴,
0,2016/1/9,13,9,阴,
0,2016/1/10,12,10,阵雨~阴,
0,2016/1/11,12,10,阵雨~阴,
0,2016/1/12,12,10,阵雨~阴,
0,2016/1/13,13,10,阵雨,
0,2016/1/14,13,10,阵雨,
0,2016/1/15,13,10,阵雨,
0,2016/1/16,18,9,阵雨,
0,2016/1/17,18,9,阵雨,
0,2016/1/18,12,8,阴,
0,2016/1/19,12,8,阴,
0,2016/1/20,9,7,小雨,
0,2016/1/21,9,5,小雨~中雨,
0,2016/1/22,9,5,小雨~中雨,
0,2016/1/23,6,-1,多云~晴,
0,2016/1/24,6,-1,多云~晴,
0,2016/1/25,11,3,多云~阵雨,
0,2016/1/26,11,3,多云~阵雨,
0,2016/1/27,12,8,阵雨~小雨,
0,2016/1/28,13,9,小雨~阴,
0,2016/1/29,13,9,小雨~阴,
0,2016/1/30,13,9,小雨~阴,
0,2016/1/31,9,6,小雨,
0,2015/12/1,20,16,阴,
0,2015/12/2,18,13,阴~多云,
0,2015/12/3,18,13,阴~多云,
0,2015/12/4,15,11,阵雨~大雨,
0,2015/12/5,15,11,阵雨~大雨,
0,2015/12/6,17,12,多云,
0,2015/12/7,17,12,多云,
0,2015/12/8,16,13,阴~中雨,
0,2015/12/9,18,13,阴,
0,2015/12/10,18,13,阴,
0,2015/12/11,18,13,阴,
0,2015/12/12,17,13,阴,
0,2015/12/13,17,14,阵雨~小雨,
0,2015/12/14,16,11,阵雨~阴,
0,2015/12/15,16,11,阵雨~阴,
0,2015/12/16,12,5,晴,
0,2015/12/17,12,5,晴,
0,2015/12/18,18,13,阴~阵雨,
0,2015/12/19,18,13,阴~阵雨,
0,2015/12/20,18,13,阴~阵雨,
0,2015/12/21,18,15,阵雨,
0,2015/12/22,18,15,阵雨,
0,2015/12/23,15,12,小雨~阴,
0,2015/12/24,15,12,小雨~阴,
0,2015/12/25,15,12,小雨~阴,
0,2015/12/26,14,10,小雨~多云,
0,2015/12/27,14,10,小雨~多云,
0,2015/12/28,14,9,阴,
0,2015/12/29,14,9,阴,
0,2015/12/30,15,10,阴~多云,
0,2015/12/31,15,9,多云,
0,2015/11/1,22,16,阴~多云,
0,2015/11/2,22,16,阴~多云,
0,2015/11/3,28,22,阴~多云,
0,2015/11/4,28,22,阴~多云,
0,2015/11/5,28,22,阴~多云,
0,2015/11/6,28,22,阴~多云,
0,2015/11/7,23,18,阵雨~阴,
0,2015/11/8,23,18,阵雨~阴,
0,2015/11/9,23,18,阵雨~阴,
0,2015/11/10,20,17,阴~阵雨,
0,2015/11/11,20,17,小雨~阴,
0,2015/11/12,20,17,小雨~阴,
0,2015/11/13,24,19,阴~多云,
0,2015/11/14,24,19,阴~多云,
0,2015/11/15,24,19,阴~多云,
0,2015/11/16,25,20,阴~阵雨,
0,2015/11/17,25,20,阴,
0,2015/11/18,25,20,阴,
0,2015/11/19,25,20,阴,
0,2015/11/20,25,20,阴,
0,2015/11/21,24,19,阴~多云,
0,2015/11/22,24,19,阴~多云,
0,2015/11/23,25,17,多云,
0,2015/11/24,25,17,多云,
0,2015/11/25,21,12,阴,
0,2015/11/26,16,10,晴~多云,
0,2015/11/27,16,10,晴~多云,
0,2015/11/28,20,16,阴,
0,2015/11/29,20,16,阴,
0,2015/11/30,20,16,阴,
0,2015/10/1,31,22,雷阵雨~阵雨,
0,2015/10/2,27,22,阴,
0,2015/10/3,27,22,阴,
0,2015/10/4,28,24,阴,
0,2015/10/5,27,23,阴,
0,2015/10/6,27,23,阴,
0,2015/10/7,26,22,阵雨~中雨,
0,2015/10/8,27,21,小到中雨,
0,2015/10/9,24,20,阴,
0,2015/10/10,24,20,阴,
0,2015/10/11,25,17,晴,
0,2015/10/12,25,17,晴,
0,2015/10/13,25,17,晴,
0,2015/10/14,27,18,晴,
0,2015/10/15,27,18,晴,
0,2015/10/16,27,18,晴,
0,2015/10/17,26,20,多云~阴,
0,2015/10/18,26,20,多云~阴,
0,2015/10/19,25,21,阴,
0,2015/10/20,24,21,阵雨,
0,2015/10/21,27,21,多云,
0,2015/10/22,27,21,多云,
0,2015/10/23,27,21,多云,
0,2015/10/24,28,19,多云~晴,
0,2015/10/25,28,19,多云~晴,
0,2015/10/26,28,19,多云~晴,
0,2015/10/27,29,20,阴~阵雨,
0,2015/10/28,24,19,阵雨,
0,2015/10/29,24,19,阵雨,
0,2015/10/30,24,19,阵雨,
0,2015/10/31,19,16,阵雨,
0,2015/9/1,28,24,小雨~阴,
0,2015/9/2,28,24,小雨~阴,
0,2015/9/3,34,25,雷阵雨~阵雨,
0,2015/9/4,34,25,雷阵雨~阵雨,
0,2015/9/5,34,25,雷阵雨~阵雨,
0,2015/9/6,31,23,多云,
0,2015/9/7,31,23,多云,
0,2015/9/8,29,22,多云,
0,2015/9/9,29,22,多云,
0,2015/9/10,29,22,多云,
0,2015/9/11,30,23,多云~阵雨,
0,2015/9/12,30,23,多云~阵雨,
0,2015/9/13,28,23,阵雨~多云,
0,2015/9/14,28,23,阵雨~多云,
0,2015/9/15,28,23,阵雨~多云,
0,2015/9/16,28,23,阵雨~多云,
0,2015/9/17,27,23,阴~阵雨,
0,2015/9/18,27,23,阴~阵雨,
0,2015/9/19,27,23,阴~阵雨,
0,2015/9/20,24,21,小到中雨~小雨,
0,2015/9/21,24,21,小到中雨~小雨,
0,2015/9/22,26,22,阵雨,
0,2015/9/23,32,24,雷阵雨~多云,
0,2015/9/24,29,23,阵雨~阴,
0,2015/9/25,31,22,雷阵雨~阵雨,
0,2015/9/26,31,22,雷阵雨~阵雨,
0,2015/9/27,31,22,雷阵雨~阵雨,
0,2015/9/28,31,22,雷阵雨~阵雨,
0,2015/9/29,31,22,雷阵雨~阵雨,
0,2015/9/30,31,22,雷阵雨~阵雨,
0,2015/8/1,36,26,多云,
0,2015/8/2,36,26,晴~多云,
0,2015/8/3,36,26,多云,
0,2015/8/4,36,26,多云,
0,2015/8/5,35,26,多云,
0,2015/8/6,35,26,多云,
0,2015/8/7,28,24,大暴雨~暴雨,
0,2015/8/8,28,24,大暴雨~暴雨,
0,2015/8/9,28,25,大雨~小雨,
0,2015/8/10,33,26,阵雨~多云,
0,2015/8/11,33,26,阵雨~多云,
0,2015/8/12,34,26,雷阵雨~阵雨,
0,2015/8/13,34,26,雷阵雨~阵雨,
0,2015/8/14,33,26,雷阵雨~阵雨,
0,2015/8/15,30,25,阵雨~阴,
0,2015/8/16,30,25,阵雨~阴,
0,2015/8/17,30,25,阵雨~阴,
0,2015/8/18,30,25,阵雨~阴,
0,2015/8/19,30,25,阵雨~阴,
0,2015/8/20,33,25,多云,
0,2015/8/21,33,25,多云,
0,2015/8/22,32,26,阵雨,
0,2015/8/23,33,25,阵雨~多云,
0,2015/8/24,33,25,阵雨~多云,
0,2015/8/25,34,25,多云,
0,2015/8/26,30,25,阵雨~多云,
0,2015/8/27,30,25,阵雨~多云,
0,2015/8/28,28,24,小到中雨~阵雨,
0,2015/8/29,28,24,小到中雨~阵雨,
0,2015/8/30,29,23,阴~多云,
0,2015/8/31,29,23,阴~多云,
0,2015/7/2,27,23,多云,
0,2015/7/5,28,24,多云,
0,2015/7/6,28,24,多云,
0,2015/7/7,27,24,阵雨,
0,2015/7/8,27,24,阵雨,
0,2015/7/9,33,27,多云~小雨,
0,2015/7/10,33,27,多云~小雨,
0,2015/7/11,33,26,阵雨~多云,
0,2015/7/12,35,26,多云,
0,2015/7/13,35,26,多云,
0,2015/7/14,34,25,雷阵雨~多云,
0,2015/7/15,34,25,雷阵雨~多云,
0,2015/7/16,34,25,雷阵雨~多云,
0,2015/7/17,34,26,多云~阴,
0,2015/7/18,34,26,多云~阴,
0,2015/7/19,34,25,多云~雷阵雨,
0,2015/7/20,28,25,中雨,
0,2015/7/21,29,25,中雨~小雨,
0,2015/7/22,29,25,中雨~小雨,
0,2015/7/23,36,27,多云,
0,2015/7/24,36,27,多云,
0,2015/7/25,36,27,多云,
0,2015/7/26,36,27,多云,
0,2015/7/27,34,25,雷阵雨~多云,
0,2015/7/28,34,25,雷阵雨~多云,
0,2015/7/29,34,25,雷阵雨~多云,
0,2015/7/30,36,26,多云,
0,2015/7/31,36,26,多云,
0,2015/6/2,28,23,多云,
0,2015/6/4,30,25,雷阵雨,
0,2015/6/5,30,25,雷阵雨,
0,2015/6/6,30,23,多云~雷阵雨,
0,2015/6/7,30,23,雷阵雨,
0,2015/6/8,30,23,雷阵雨,
0,2015/6/9,30,23,雷阵雨,
0,2015/6/10,30,23,雷阵雨,
0,2015/6/11,31,22,多云~阴,
0,2015/6/12,31,22,多云~阴,
0,2015/6/14,32,25,雷阵雨,
0,2015/6/15,32,25,雷阵雨,
0,2015/6/16,30,27,多云~阴,
0,2015/6/17,30,27,多云~阴,
0,2015/6/18,30,27,多云~阴,
0,2015/6/19,28,24,多云,
0,2015/6/20,30,25,雷阵雨,
0,2015/6/21,30,25,雷阵雨,
0,2015/5/1,28,18,多云~阴,
0,2015/5/2,28,18,多云~阴,
0,2015/5/3,28,18,多云~阴,
0,2015/5/4,20,17,阵雨,
0,2015/5/5,20,17,阵雨,
0,2015/5/6,30,21,多云,
0,2015/5/7,30,21,多云,
0,2015/5/8,30,21,多云,
0,2015/5/9,30,21,多云,
0,2015/5/10,29,20,雷阵雨,
0,2015/5/11,29,20,雷阵雨,
0,2015/5/12,29,20,雷阵雨,
0,2015/5/13,29,20,雷阵雨,
0,2015/5/14,29,20,雷阵雨,
0,2015/5/18,28,22,小雨,
0,2015/5/19,28,22,小雨,
0,2015/5/30,32,23,多云,
0,2015/5/31,32,25,多云,
0,2015/3/1,14,8,阵雨~晴,
0,2015/3/2,14,8,阵雨~晴,
0,2015/3/3,14,8,阵雨~晴,
0,2015/3/4,14,8,阵雨~晴,
0,2015/3/9,12,8,阵雨,
0,2015/3/10,12,8,阵雨,
0,2015/3/11,17,8,多云~晴,
0,2015/3/12,17,8,多云~晴,
0,2015/3/13,17,8,多云~晴,
0,2015/3/14,17,8,多云~晴,
0,2015/3/15,25,14,晴,
0,2015/3/16,27,17,多云~阴,
0,2015/3/17,27,17,多云~阴,
0,2015/3/19,19,12,多云~阴,
0,2015/3/20,19,12,多云~阴,
0,2015/3/21,19,12,多云~阴,
0,2015/3/22,19,12,多云~阴,
0,2015/3/27,26,15,多云~阴,
0,2015/3/28,26,15,多云~阴,
0,2015/3/29,22,14,多云,
0,2015/3/30,22,14,多云,
0,2015/3/31,22,14,多云,
0,2015/2/1,16,9,多云~阴,
0,2015/2/2,16,9,多云~阴,
0,2015/2/4,15,5,多云~阴,
0,2015/2/5,15,5,多云~阴,
0,2015/2/6,15,5,多云~阴,
0,2015/2/7,15,5,多云~阴,
0,2015/2/8,15,5,多云~阴,
0,2015/2/9,15,5,多云~阴,
0,2015/2/10,15,5,多云~阴,
0,2015/2/11,15,5,多云~阴,
0,2015/2/12,15,5,多云~阴,
0,2015/2/13,20,10,晴~多云,
0,2015/2/14,20,10,晴~多云,
0,2015/2/15,25,12,多云~阴,
0,2015/2/16,25,12,多云~阴,
0,2015/2/17,25,12,多云~阴,
0,2015/2/18,16,9,多云,
0,2015/2/19,20,13,阵雨,
0,2015/2/20,20,13,阵雨,
0,2015/2/21,17,12,小雨,
0,2015/2/22,17,12,小雨,
0,2015/2/23,17,12,小雨,
0,2015/2/24,21,11,多云,
0,2015/2/25,21,11,多云,
0,2015/2/26,21,11,多云,
0,2015/2/27,21,11,多云,
0,2015/2/28,20,12,多云~阴,
0,2014/12/1,19,12,小雨,
0,2014/12/2,19,12,小雨,
0,2014/12/3,19,12,小雨,
0,2014/12/4,21,10,阵雨,
0,2014/12/5,21,10,阵雨,
0,2014/12/6,19,12,阵雨,
0,2014/12/7,19,12,阵雨,
0,2014/12/8,19,12,阵雨,
0,2014/12/9,19,12,阵雨,
0,2014/12/10,19,12,阵雨,
0,2014/12/11,17,7,多云~晴,
0,2014/12/12,15,9,多云~晴,
0,2014/12/13,15,9,多云~晴,
0,2014/12/14,20,8,多云,
0,2014/12/15,18,10,多云,
0,2014/12/16,15,9,小雨,
0,2014/12/17,16,8,小雨,
0,2014/12/18,16,8,小雨,
0,2014/12/19,16,8,小雨,
0,2014/12/20,17,8,多云~阴,
0,2014/12/21,13,6,多云~阴,
0,2014/12/22,13,6,多云~阴,
0,2014/12/24,20,6,晴,
0,2014/12/25,18,8,晴,
0,2014/12/26,19,7,晴,
0,2014/12/27,14,8,多云,
0,2014/12/28,15,7,多云,
0,2014/12/29,17,8,晴,
0,2014/12/30,20,6,晴,
0,2014/12/31,20,6,晴,
0,2014/11/1,21,15,多云~阴,
0,2014/11/2,21,15,多云~阴,
0,2014/11/3,21,15,多云~阴,
0,2014/11/4,25,15,多云~阴,
0,2014/11/5,25,15,多云~阴,
0,2014/11/6,21,18,多云,
0,2014/11/7,21,18,多云,
0,2014/11/8,21,18,多云,
0,2014/11/9,21,18,多云,
0,2014/11/10,21,18,多云,
0,2014/11/11,20,17,多云,
0,2014/11/12,20,17,多云,
0,2014/11/13,19,14,多云,
0,2014/11/14,21,15,多云,
0,2014/11/15,21,15,多云,
0,2014/11/16,21,15,多云,
0,2014/11/17,20,16,多云,
0,2014/11/18,26,16,多云~阴,
0,2014/11/19,24,18,多云~阴,
0,2014/11/20,24,16,多云~晴,
0,2014/11/21,24,16,多云~晴,
0,2014/11/22,25,18,多云~阴,
0,2014/11/23,25,18,多云~阴,
0,2014/11/24,21,17,多云,
0,2014/11/25,21,17,多云,
0,2014/11/26,21,17,多云,
0,2014/11/27,24,18,阵雨,
0,2014/11/28,24,18,阵雨,
0,2014/11/29,24,18,阵雨,
0,2014/11/30,20,11,小雨,
0,2014/10/7,30,21,晴,
0,2014/10/8,28,24,晴~多云,
0,2014/10/9,29,23,晴~多云,
0,2014/10/14,27,18,晴~多云,
0,2014/10/15,28,17,晴~多云,
0,2014/10/16,26,19,晴~多云,
0,2014/10/17,26,19,晴~多云,
0,2014/10/18,28,21,多云~阴,
0,2014/10/19,28,21,多云~阴,
0,2014/10/20,26,20,多云~阴,
0,2014/10/21,31,20,晴,
0,2014/10/22,27,16,晴~多云,
0,2014/10/23,25,18,晴~多云,
0,2014/10/24,27,20,多云,
0,2014/10/25,30,17,多云,
0,2014/10/26,28,19,多云,
0,2014/10/27,21,16,晴,
0,2014/10/28,21,16,晴,
0,2014/10/29,21,16,晴,
0,2014/10/30,21,16,晴,
0,2014/10/31,22,14,多云~阴,
0,2014/9/1,32,25,雷阵雨,
0,2014/9/2,32,25,雷阵雨,
0,2014/9/3,32,25,雷阵雨,
0,2014/9/4,32,25,雷阵雨,
0,2014/9/5,32,25,雷阵雨,
0,2014/9/6,34,25,多云~阴,
0,2014/9/9,32,25,多云~阴,
0,2014/9/10,32,26,多云~雷阵雨,
0,2014/9/11,32,26,多云~雷阵雨,
0,2014/9/12,35,26,雷阵雨,
0,2014/9/13,35,26,雷阵雨,
0,2014/9/22,27,23,阵雨~晴,
0,2014/9/26,32,25,多云~阴,
0,2014/9/27,32,23,晴~阵雨,
0,2014/9/28,32,23,晴~阵雨,
0,2014/8/1,35,27,多云~阴,
0,2014/8/2,37,25,多云~阴,
0,2014/8/3,38,24,多云~阴,
0,2014/8/4,36,26,多云~阴,
0,2014/8/5,36,26,多云~阴,
0,2014/8/6,38,24,多云~阴,
0,2014/8/7,36,26,多云~阴,
0,2014/8/8,35,27,雷阵雨,
0,2014/8/9,31,27,阴~阵雨,
0,2014/8/10,31,27,阴~阵雨,
0,2014/8/11,32,26,阴~阵雨,
0,2014/8/12,33,25,阴~阵雨,
0,2014/8/13,32,26,阴~阵雨,
0,2014/8/14,35,26,阵雨,
0,2014/8/15,35,26,阵雨,
0,2014/8/16,34,26,雷阵雨,
0,2014/8/17,35,25,雷阵雨,
0,2014/8/18,33,27,雷阵雨,
0,2014/8/19,31,26,小雨,
0,2014/8/20,31,26,小雨,
0,2014/8/21,34,27,多云~阴,
0,2014/8/22,35,26,多云~阴,
0,2014/8/23,35,26,多云~阴,
0,2014/8/24,35,26,多云~阴,
0,2014/8/25,37,23,多云~阴,
0,2014/8/26,35,25,多云~阴,
0,2014/8/27,35,25,多云~阴,
0,2014/8/28,35,26,多云~阴,
0,2014/8/29,34,25,多云~雷阵雨,
0,2014/8/30,34,25,多云~雷阵雨,
0,2014/8/31,35,25,多云,
1,2014/8/2,37,25,多云~阴,
1,2014/8/2,37,25,多云~阴,
1,2014/8/5,36,26,多云~阴,
1,2014/8/7,36,26,多云~阴,
1,2014/8/13,32,26,阴~阵雨,
1,2014/8/16,34,26,雷阵雨,
1,2014/8/17,35,25,雷阵雨,
1,2014/8/19,31,26,小雨,
1,2014/8/25,37,23,多云~阴,
1,2014/9/2,32,25,雷阵雨,
1,2014/9/3,32,25,雷阵雨,
1,2014/9/13,35,26,雷阵雨,
1,2014/9/26,32,25,多云~阴,
1,2014/9/27,32,23,晴~阵雨,
1,2014/10/8,28,24,晴~多云,
1,2014/10/17,26,19,晴~多云,
1,2014/10/19,28,21,多云~阴,
1,2014/10/19,28,21,多云~阴,
1,2014/10/20,26,20,多云~阴,
1,2014/10/21,31,20,晴,
1,2014/10/28,21,16,晴,
1,2014/10/29,21,16,晴,
1,2014/10/30,21,16,晴,
1,2014/10/31,22,14,多云~阴,
1,2014/11/1,21,15,多云~阴,
1,2014/11/3,21,15,多云~阴,
1,2014/11/5,25,15,多云~阴,
1,2014/11/13,19,14,多云,
1,2014/11/13,19,14,多云,
1,2014/11/15,21,15,多云,
1,2014/11/16,21,15,多云,
1,2014/11/21,24,16,多云~晴,
1,2014/11/21,24,16,多云~晴,
1,2014/11/22,25,18,多云~阴,
1,2014/11/24,21,17,多云,
1,2014/11/25,21,17,多云,
1,2014/11/25,21,17,多云,
1,2014/11/30,20,11,小雨,
1,2014/12/3,19,12,小雨,
1,2014/12/4,21,10,阵雨,
1,2014/12/7,19,12,阵雨,
1,2014/12/7,19,12,阵雨,
1,2014/8/1,35,27,多云~阴,
1,2014/8/1,35,27,多云~阴,
1,2014/8/3,38,24,多云~阴,
1,2014/8/6,38,24,多云~阴,
1,2014/8/7,36,26,多云~阴,
1,2014/8/9,31,27,阴~阵雨,
1,2014/8/10,31,27,阴~阵雨,
1,2014/8/12,33,25,阴~阵雨,
1,2014/8/13,32,26,阴~阵雨,
1,2014/8/15,35,26,阵雨,
1,2014/8/22,35,26,多云~阴,
1,2014/8/22,35,26,多云~阴,
1,2014/9/1,32,25,雷阵雨,
1,2015/3/3,14,8,阵雨~晴,
1,2014/9/12,35,26,雷阵雨,
1,2015/3/11,17,8,多云~晴,
1,2015/3/13,17,8,多云~晴,
1,2015/3/15,25,14,晴,
1,2015/3/22,19,12,多云~阴,
1,2015/3/28,26,15,多云~阴,
1,2015/3/28,26,15,多云~阴,
1,2014/10/8,28,24,晴~多云,
1,2015/3/31,22,14,多云,
1,2015/3/31,22,14,多云,
1,2014/10/17,26,19,晴~多云,
1,2014/10/20,26,20,多云~阴,
1,2014/10/20,26,20,多云~阴,
1,2014/11/7,21,18,多云,
1,2014/11/8,21,18,多云,
1,2014/11/9,21,18,多云,
1,2014/11/10,21,18,多云,
1,2015/5/1,28,18,多云~阴,
1,2015/5/2,28,18,多云~阴,
1,2015/5/3,28,18,多云~阴,
1,2015/5/4,20,17,阵雨,
1,2014/11/17,20,16,多云,
1,2014/11/18,26,16,多云~阴,
1,2015/5/7,30,21,多云,
1,2014/11/20,24,16,多云~晴,
